Timestamp	Latin name of a given species	Sequence name (from NCBI or other sources)	Sequence Accession Number from NCBI	Type of a given sequence	GO - Molecular Function (from Uniprot)	GO - Biological process (from Uniprot)	Special Note	Sequence Accession Number from other source	Choose alternative Source of Sequence Accession Number	Who typed in the data	
5/1/2015 0:23:29	Drosophila montana	discs overgrown (dco)		DNA	ATP binding; kinase activity; protein kinase activity; protein serine/threonine kinase activity	behavioral response to cocaine; cell communication; circadian rhythm; eclosion rhythm; endocytosis; establishment of imaginal disc-derived wing hair orientation; establishment of ommatidial planar polarity; imaginal disc growth; locomotor rhythm; negative regulation of apoptotic process; peptidyl-serine phosphorylation; phosphorylation; positive regulation of cell division; positive regulation of cell growth; positive regulation of proteasomal ubiquitin-dependent protein catabolic process; positive regulation of protein catabolic process; protein autophosphorylation; protein phosphorylation; regulation of cell shape; regulation of circadian rhythm; regulation of protein import into nucleus; rhythmic behavior; sleep	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG2048	FlyBase		
5/1/2015 0:50:08	Drosophila montana	Dopa decarboxylase (Ddc)		DNA	aromatic-L-amino-acid decarboxylase activity; pyridoxal phosphate binding	adult chitin-containing cuticle pigmentation; anesthesia-resistant memory; courtship behavior; developmental pigmentation; dopamine biosynthetic process from tyrosine; eclosion rhythm; growth learning or memory; long-term memory; regulation of adult chitin-containing cuticle pigmentation; response to wounding; serotonin biosynthetic process from tryptophan; thermosensory behavior; thermotaxis; wing disc development 	Comparison between diapausing and young females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG10697	FlyBase		
5/1/2015 0:57:20	Drosophila montana	ebony (e)		DNA	beta-alanyl-dopamine synthase activity	amino acid adenylylation by nonribosomal peptide synthase; chitin-based cuticle sclerotization; circadian rhythm; cuticle pigmentation; developmental pigmentation; dopamine metabolic process histamine metabolic process locomotor rhythm melanin biosynthetic process from tyrosine; negative regulation of melanin biosynthetic process; pigment metabolic process; regulation of adult chitin-containing cuticle pigmentation 	Comparison between diapausing and young females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG3331	FlyBase		
5/1/2015 1:35:55	Drosophila montana	FK506-binding protein FKBP59		DNA	FK506 binding; peptidyl-prolyl cis-trans isomerase activity	chaperone-mediated protein folding; detection of light stimulus involved in visual perception; peripheral nervous system development; protein peptidyl-prolyl isomerization; regulation of calcium ion transport	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG4535	FlyBase		
5/2/2015 15:28:23	Drosophila montana	Fmr1		DNA	identical protein binding; protein self-association; RNA binding; translation regulator activity 	axonal fasciculation; axon guidance; axonogenesis; brain development; cellularization; circadian rhythm; circadian sleep/wake cycle, sleep dendrite morphogenesis detection of mechanical stimulus involved in sensory perception of touch; gene silencing by RNA; germarium-derived oocyte fate determination; germ cell development; germ-line cyst formation; habituation; heterochromatin assembly; larval locomotory behavior; locomotion; locomotor rhythm; long-term memory; male courtship behavior; mitotic cell cycle, embryonic; mRNA transport; mushroom body development ;negative regulation of dendrite morphogenesis; negative regulation of imaginal disc growth; negative regulation of insulin receptor signaling pathway; negative regulation of synapse assembly; negative regulation of synaptic growth at neuromuscular junction; negative regulation of neuromuscular junction development; neuron projection morphogenesis; olfactory learning; oocyte dorsal/ventral axis specification pole cell formation positive regulation of neuroblast proliferation regulation of cell proliferation; regulation of dendrite morphogenesis; regulation of mitotic cell cycle, embryonic; regulation of neuromuscular synaptic transmission; regulation of olfactory learning; regulation of synapse organization; regulation of synapse structural plasticity; regulation of translation; short-term memory; sperm axoneme assembly; synapse assembly; synapse organization; synaptic vesicle budding; synaptic vesicle clustering; visual perception 	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG6203	FlyBase		
5/1/2015 0:30:51	Drosophila montana	Heat shock 70-kDa protein cognate 3 (Hsc-70-3)		DNA	ATP binding	centrosome duplication; RNA interference; sleep	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG4147	FlyBase		
5/1/2015 0:38:32	Drosophila montana	Heat shock protein 83 (Hsp83)		DNA	ATP binding; unfolded protein binding	actin filament organization; anterior/posterior axis specification, embryo; centrosome cycle; cold acclimation; mitotic spindle organization; negative regulation of cell proliferation; negative regulation of transposition; oogenesis; pole plasm mRNA localization; proteasome assembly; protein folding; R7 cell fate commitment; regulation of cell shape; regulation of circadian sleep/wake cycle, sleep; response to heat; signaling pathway;	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG1242	FlyBase		
5/1/2015 0:27:24	Drosophila montana	Hsp70/Hsp90 organizing protein homolog (Hop)		DNA	NaN	NaN	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG2720	FlyBase		
5/1/2015 0:03:12	Drosophila montana	no on or off transient A (nonA)		DNA	mRNA binding; nucleotide binding	male courtship behavior, veined wing generated song production; mRNA splicing, via spliceosome; phototaxis; visual behavior; visual perception	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG4211	FlyBase		
5/1/2015 1:31:34	Drosophila montana	Phosducin-like protein		DNA	NaN	NaN	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG7650	FlyBase		
5/2/2015 16:31:14	Drosophila montana	regucalcin		DNA	NaN	multicellular organism reproduction	Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG1803	FlyBase		
4/30/2015 23:49:37	Drosophila montana	Senescence marker protein-30 (smp-30); Drosophila cold acclimation gene (Dca)		DNA	calcium ion binding	cold acclimation; regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis; negative regulation of imaginal disc-derived wing size	Primers designed from Drosophila melanogaster sequence. GO derived from D. melanogaster sequence.	CG7390	FlyBase		
5/1/2015 0:43:47	Drosophila montana	shaking B (shakB)		DNA	gap junction channel activity; photoreceptor activity	cell communication by electrical coupling; gap junction assembly intercellular transport; ion transport; jump response; phototransduction; regulation of membrane depolarization; response to light stimulus; transport 	Comparison between diapausing and young females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG34358	FlyBase		
5/1/2015 1:07:37	Drosophila montana	sine oculis (so)		DNA	RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity; sequence-specific DNA binding; sequence-specific DNA binding; transcription factor activity; transcription factor binding	Bolwig's organ morphogenesis; circadian rhythm; compound eye development; compound eye morphogenesis; entrainment of circadian clock; eye-antennal disc morphogenesis; glial cell migration; optic lobe placode formation; positive regulation of transcription from RNA polymerase II promoter; ring gland development; spermatogenesis; transcription from RNA polymerase II promoter 	Comparison between diapausing and young females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG11121	FlyBase		
5/1/2015 1:02:30	Drosophila montana	slowpoke (slo)		DNA	calcium-activated potassium channel activity; large conductance calcium-activated potassium channel activity; voltage-gated potassium channel activity	circadian behavior; circadian rhythm; male courtship behavior; veined wing generated song production; negative regulation of neuromuscular synaptic transmission; potassium ion transmembrane transport; potassium ion transport; regulation of synaptic growth at neuromuscular junction; response to drug	Comparison between diapausing and young females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG10693	FlyBase		
5/2/2015 15:37:24	Drosophila montana	supernumerary limbs (slmb)		DNA	ligase activity; phosphoprotein binding	border follicle cell migration; chorion-containing eggshell formation; circadian rhythm; dorsal appendage formation; establishment of epithelial cell polarity; germarium-derived egg chamber formation; germarium-derived female germ-line cyst encapsulation; germarium-derived female germ-line cyst formation; learning or memory; locomotor rhythm; negative regulation of apoptotic process; negative regulation of glial cell proliferation; negative regulation of insulin receptor signaling pathway; negative regulation of nurse cell apoptotic process; negative regulation of smoothened signaling pathway; negative regulation of TOR signaling; negative regulation of transforming growth factor beta receptor signaling pathway; negative regulation of Wnt signaling pathway; neuron remodeling; olfactory learning; oocyte axis specification; oocyte localization involved in germarium-derived egg chamber formation; ovarian follicle cell developmen; ovarian follicle cell stalk formation; pole plasm oskar mRNA localization; protein ubiquitination proteolysis; regulation of centriole replication; regulation of chromosome condensation; regulation of mitotic nuclear division; regulation of proteolysis; regulation of smoothened signaling pathway; regulation of Wnt signaling pathway; release of cytoplasmic sequestered NF-kappaB; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG3412	FlyBase		
5/2/2015 15:07:42	Drosophila montana	touch insensitive larva B (tilB)		DNA	NaN	axoneme assembly; cilium-dependent cell motility; male courtship behavior, veined wing generated song production; sensory perception of sound; temperature compensation of the circadian clock 	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG14620	FlyBase		
5/2/2015 15:16:53	Drosophila montana	twins (tws)		DNA	protein phosphatase type 2A regulator activity; protein serine/threonine phosphatase activity	centriole replication; centrosome organization; embryonic development via the syncytial blastoderm; imaginal disc pattern formation; maintenance of neuroblast polarity; mitotic cell cycle; negative regulation of neuroblast proliferation; protein dephosphorylation; protein stabilization; regulation of mitotic metaphase/anaphase transition; regulation of mitotic nuclear division; regulation of protein phosphatase type 2A activity; sensory organ development; Wnt signaling pathway 	Comparison between diapausing and reproducing females; Primers designed from Drosophila melanogaster sequence; GO derived from D. melanogaster sequence	CG6235	FlyBase		
3/29/2015 17:32:17	Drosophila triauraria	Drsl-A mRNA for drosomycin-like A	AB059624	mRNA	NaN	defense response	clone:c1; sličnost- 100% clone:c3 AB059626, 99% clone:c4 AB059627, 95% mRNA drosomycin-like B AB059625				
3/29/2015 17:41:19	Drosophila triauraria	Drsl-A mRNA for drosomycin-like A	AB059626	mRNA	NaN	defense response	clone:c3; sličnost- 100% clone:c1 AB059624, 99% clone:c4 AB059627, 95% mRNA drosomycin-like B AB059625				
3/29/2015 17:45:06	Drosophila triauraria	Drsl-A mRNA for drosomycin-like A	AB059627	mRNA	NaN	defense response	clone:c4; sličnost- 99% clone:c1 AB059624, 99% clone:c3 AB059626, 95% mRNA drosomycin-like B AB059625				
3/29/2015 17:48:00	Drosophila triauraria	Drsl-B mRNA for drosomycin-like B	AB059625	mRNA	NaN	defense response	Sličnost - 95% Drsl-A mRNA for drosomycin-like A				
3/26/2015 18:28:48	Drosophila triauraria	Hsp23 mRNA for heat shock protein 23	AB111906	mRNA	NaN	NaN					
3/26/2015 18:26:51	Drosophila triauraria	Hsp26 mRNA for heat shock protein 26	AB111907	mRNA	NaN	NaN					
3/24/2015 20:04:27	Drosophila triauraria	Hsp70 mRNA for heat shock protein 70	AB110076	mRNA	ATP binding	Stress response					
3/26/2015 18:23:58	Drosophila triauraria	Hsp83 mRNA for heat shock protein 83	AB111908	mRNA	ATP binding	protein folding					
5/13/2015 22:36:20	Epiblema scudderiana	12S rRNA		rRNA	NaN	NaN					
5/13/2015 23:35:37	Epiblema scudderiana	isolate ELSSg8 cytochrome oxidase subunit I (COI) gene	DQ241953	DNA	cytochrome-c oxidase activity; heme binding; iron ion binding	aerobic respiration; oxidative phosphorylation					
5/13/2015 22:36:50	Eurosta solidaginis	12S rRNA		rRNA	NaN	NaN					
5/13/2015 22:41:29	Eurosta solidaginis	isolate W2_1_alt cytochrome oxidase subunit I (COI) gene	DQ358984	DNA	cytochrome-c oxidase activity; heme binding; iron ion binding	aerobic respiration; oxidative phosphorylation					
3/13/2015 12:18:16	Eurygaster maura	lipid storage droplet binding protein 1 (LSD1) mRNA	KF542903	mRNA	NaN	NaN					
3/13/2015 12:19:48	Eurygaster maura	lipid storage droplet binding protein 2 (LSD2) mRNA	KF542904	mRNA	NaN	NaN					
5/9/2015 23:21:52	Galleria mellonella	arylphorin gene (larval hemolymph protein 76)	M73793	DNA	NaN	NaN					
5/9/2015 23:19:54	Galleria mellonella	hexamerin (Lhp82) mRNA	L21997	mRNA	NaN	NaN					
1/6/2015 16:54:24	Gastrophysa atrocyanea	active phase-associated protein I	BAE94320	protein	cellulase activity	cellulose catabolic process					
3/13/2015 12:24:55	Gastrophysa atrocyanea	apap1 mRNA for active phase-associated protein I	AB241611	mRNA	cellulase activity	cellulose catabolic process					
1/6/2015 17:22:36	Gastrophysa atrocyanea	diapausin	BAB88222	protein	calcium channel inhibitor activity	antifungal humoral response					
3/13/2015 12:33:07	Gastrophysa atrocyanea	mRNA for Diapausin	AB070558	mRNA	calcium channel inhibitor activity	antifungal humoral response					
5/4/2015 23:42:36	Habrobracon hebetor	heat shock protein 70I(B4) mRNA	JQ839279	mRNA	ATP binding	NaN					
5/4/2015 23:43:43	Habrobracon hebetor	heat shock protein 70II(B6) mRNA	JQ839280	mRNA	ATP binding	NaN					
5/4/2015 23:44:51	Habrobracon hebetor	heat shock protein 70III(A6) mRNA	JQ839281	mRNA	ATP binding	NaN					
11/22/2015 22:48:39	Helicoverpa armigera	cytochrome oxidase subunit I	ADM72856	protein	cytochrome-c oxidase activity; heme binding; iron ion binding	aerobic respiration; oxidative phosphorylation					
11/22/2015 22:47:20	Helicoverpa armigera	cytochrome oxidase subunit I (COI) mRNA	HQ132369	mRNA	cytochrome-c oxidase activity; heme binding; iron ion binding	aerobic respiration; oxidative phosphorylation					
7/12/2015 16:26:12	Helicoverpa armigera	diapause hormone-pheromone biosynthesis-activating neuropeptide	AAL05596	protein	neuropeptide hormone activity	neuropeptide signaling pathway; pheromone biosynthetic process					
7/12/2015 16:24:21	Helicoverpa armigera	diapause hormone-pheromone biosynthesis-activating neuropeptide (DH-PBAN) mRNA	AY043222	mRNA	neuropeptide hormone activity	neuropeptide signaling pathway; pheromone biosynthetic process					
7/12/2015 16:13:29	Helicoverpa armigera	diazepam-binding inhibitor (dbi) mRNA	AY489291	mRNA	fatty-acyl-CoA binding	NaN					
12/2/2015 14:28:26	Helicoverpa armigera	fork head domain transcription factor	AAW56613	protein	sequence-specific DNA binding; transcription factor activity	  regulation of transcription, DNA-templated					
11/22/2015 22:57:16	Helicoverpa armigera	POU-domain transcription factor mRNA	AY513764	mRNA	sequence-specific DNA binding; transcription factor activity	transcription, DNA-templated					
11/22/2015 22:52:34	Helicoverpa armigera	protein phosphatase 2 regulatory subunit A alpha isoform	AEB77782	protein	protein phosphatase type 2A regulator activity	protein complex assembly					
11/22/2015 22:51:30	Helicoverpa armigera	protein phosphatase 2 regulatory subunit A alpha isoform mRNA	JF460008	mRNA	protein phosphatase type 2A regulator activity	protein complex assembly					
11/29/2015 14:10:02	Helicoverpa armigera	prothoracicotropic hormone mRNA	AY286543	mRNA	NaN	NaN					
11/27/2015 16:43:59	Helicoverpa armigera	transcription factor AP-4	ABB02533	protein	NaN	NaN					
11/27/2015 16:44:24	Helicoverpa armigera	transcription factor AP-4 mRNA	DQ224406	mRNA	NaN	NaN					
11/27/2015 16:33:47	Helicoverpa armigera	trehalose 6-phosphate synthase isoform I mRNA	EU878265	mRNA	catalytic activity	trehalose biosynthetic process					
5/10/2015 16:14:35	Helicoverpa assulta	pheromone biosynthesis neuropeptide precursor	AAL13079	protein	NaN	neuropeptide signaling pathway; pheromone biosynthetic process; response to pheromone					
5/10/2015 16:12:16	Helicoverpa assulta	pheromone biosynthesis neuropeptide precursor, mRNA	AY052417	mRNA	NaN	neuropeptide signaling pathway; pheromone biosynthetic process; response to pheromone					
4/12/2015 1:21:53	Helicoverpa zea	diapause hormone receptor 1a mRNA	KF813037	mRNA	Receptor	NaN					
4/12/2015 1:20:15	Helicoverpa zea	diapause hormone receptor 1b mRNA	KF813038	mRNA	Receptor	NaN					
4/11/2015 20:11:42	Helicoverpa zea	heat shock protein 70 cognate mRNA	GQ389712	mRNA	ATP binding	Stress response					
4/11/2015 20:14:39	Helicoverpa zea	heat shock protein 70 mRNA	GQ389711	mRNA	ATP binding	Stress response					
4/11/2015 20:19:25	Helicoverpa zea	heat shock protein 90 mRNA	GQ389710	mRNA	ATP binding	protein folding; response to stress					
5/10/2015 16:38:27	Heliotis virescens	pheromone biosynthesis-activating neuropeptide mRNA	AY173075	mRNA	NaN	neuropeptide signaling pathway; pheromone biosynthetic process					
5/10/2015 16:39:55	Heliotis virescens	prothoracicotropic hormone PTTH mRNA	AY172671	mRNA	NaN	negative regulation of cell differentiation					
5/14/2015 21:55:26	Hyles euphorbiae	40S ribosomal protein S1		protein	NaN	translation	Similar to Manduca sexta, UniProt identifier: P48155				
5/14/2015 21:53:40	Hyles euphorbiae	Actin		protein	NaN	NaN	Similar to Artemia spec., UniProt identifier: P18600				
5/13/2015 23:42:59	Hyles euphorbiae	Aldehyde dehydrogenase		protein	NaN	oxidation reduction process; metabolic process	Similar to Bombyx mori, Ectropis obliqua; UniProt identifiers: B0FBK1, Q1HPM7				
5/14/2015 22:00:37	Hyles euphorbiae	Apolipophorin I, II		protein	NaN	lipid transport, transport	Similar to Manduca sexta, UniProt Identifier: Q25490				
5/13/2015 23:40:38	Hyles euphorbiae	Catalase		protein	NaN	oxidation reduction process; response to oxidative stress; hydrogen  peroxide catabolic process	Similar to Bombyx mori, UniProt identifier: Q68AP5				
5/14/2015 22:08:02	Hyles euphorbiae	Citrate synthase		protein	NaN	NaN	Similar to Tribolium castaneum, UniProt identifier: D6WMM4				
5/14/2015 22:09:56	Hyles euphorbiae	Cuticular protein		protein	NaN	NaN	Similar to Bombyx mori				
5/14/2015 22:06:22	Hyles euphorbiae	F0F1-type ATP synthase beta subunit		protein	NaN	proton transport, ATP metabolic process, ion transport, ATP biosynthetic process, ATP hydrolysis coupled proton transport	Similar to Aedes aegypti, UniProt identifier: Q1HR61				
5/13/2015 23:46:53	Hyles euphorbiae	Glutathione S-transferase omega 1		protein	NaN	metabolic process	Similar to Bombyx mori, Uniprot identifier: Q2F689				
5/14/2015 21:58:22	Hyles euphorbiae	Methionine rich storage protein 1 and 2		protein	NaN	oxygen transport	Similar to Manduca sexta, Seamia nonagrioides, Plutella xylosstella; UniProt identifiers: Q25516, Q4ZJ78, A2A138				
5/14/2015 21:51:33	Hyles euphorbiae	Myosin heavy chain		protein	NaN	skeletal muscle myosin thick filament assembly	Similar to Drosophila melanogaster, UniProt identifier: PO5661				
5/13/2015 23:45:18	Hyles euphorbiae	Prophenoloxidase		protein	NaN	oxidation reduction process; metabolic process	Similar to Helicoverpa armigera, Spodoptera litura, UniProt identifiers: Q2VIY6, A7L8D1				
1/15/2015 20:33:25	Leptinotarsa decemlineata	16S ribosomal RNA	FG591173	EST	NaN	NaN	Sličnost - 4e60, 89%, Paraleptusa ripicola, EF989015				
1/15/2015 20:27:22	Leptinotarsa decemlineata	Adenine nucleotide translocase	FG591144	EST	NaN	NaN	Sličnost - 3e10, 89%, Monochamus alternatus, ABU68467				
3/20/2015 16:37:42	Leptinotarsa decemlineata	allatostatin-B precursor	AIW62335	protein	NaN	NaN					
3/20/2015 16:38:08	Leptinotarsa decemlineata	allatostatin-B precursor, mRNA	KJ939427	mRNA	NaN	NaN					
3/20/2015 16:36:32	Leptinotarsa decemlineata	allatostatin-C precursor	AIW62334	protein	NaN	NaN					
3/20/2015 16:34:53	Leptinotarsa decemlineata	allatostatin-C precursor, mRNA	KJ939426	mRNA	NaN	NaN					
1/15/2015 20:28:49	Leptinotarsa decemlineata	ATP synthase F0 subunit 6	FG591174	EST	NaN	NaN	Sličnost - 7e14, 75%, Culicoides oxystoma, BAF80214				
1/15/2015 20:15:57	Leptinotarsa decemlineata	C-type lectin, mannose-binding	FG591145	EST	NaN	NaN	Sličnost - 8e14, 38%, Anopheles gambiae, XP001688639				
1/15/2015 20:19:27	Leptinotarsa decemlineata	Chitin-binding peritrophin-A domain	FG591160	EST	NaN	NaN	Sličnost - 6e16, 28%, A. gambiae, XP_001237083				
5/19/2015 20:48:09	Leptinotarsa decemlineata	clone IntE-2 digestive cysteine protease intestain mRNA	EF154432	mRNA	cysteine-type peptidase activity	proteolysis					
1/8/2015 15:58:46	Leptinotarsa decemlineata	Diapause protein 1	CAA53691	protein	NaN	NaN					
3/20/2015 16:51:39	Leptinotarsa decemlineata	diapause-associated transcript 1 mRNA	AF532862	mRNA	NaN	NaN					
1/15/2015 20:08:00	Leptinotarsa decemlineata	Diapause-associated transcript-2	FG591177	EST	NaN	NaN	Sličnost - 4e48, 76%, L. decemlineata, AAN05630				
3/20/2015 16:53:53	Leptinotarsa decemlineata	diapause-associated transcript-2 mRNA	AF532863	mRNA	NaN	NaN					
3/20/2015 16:55:07	Leptinotarsa decemlineata	diapause-associated transcript-3 mRNA	AF532864	mRNA	NaN	NaN					
1/15/2015 20:23:35	Leptinotarsa decemlineata	Digestive cysteine proteinase	FG591157	EST	NaN	NaN	Sličnost - 8e116, 98%, L. decemlineata, AAS20589				
3/12/2015 17:42:39	Leptinotarsa decemlineata	Dp19 mRNA for diapause protein 1	X76080	mRNA	NaN	NaN					
1/15/2015 20:22:27	Leptinotarsa decemlineata	Endo-polygalacturonase	FG591141	EST	NaN	NaN	Sličnost - 4e13, 50%, Colletotrichum gloeosporioides, CAC14022				
1/15/2015 20:16:45	Leptinotarsa decemlineata	Gamma interferon inducible lysosomal thiol reductase	FG591151	EST	NaN	NaN	Sličnost - 2e07, 29%, Tribolium castaneum, XP_975539				
1/15/2015 20:17:54	Leptinotarsa decemlineata	Glycine-rich protein - Clone 3612	FG591147	EST	NaN	NaN	Sličnost - 8e31, 87%, L. decemlineata, ABF60889				
1/15/2015 20:18:40	Leptinotarsa decemlineata	Glycine-rich protein - Clone 4831	FG591159	EST	NaN	NaN	Sličnost - 3e49, 94%, L. decemlineata, ABF60889				
1/15/2015 20:20:20	Leptinotarsa decemlineata	Glycine-rich protein - Clone 5012	FG591163	EST	NaN	NaN	Sličnost - 7e06, 100%, L. decemlineata, DQ515965				
1/15/2015 20:21:34	Leptinotarsa decemlineata	Glycine-rich protein - Clone 7811	FG591186	EST	NaN	NaN	Sličnost - 1e14, 84%, L. decemlineata, ABF60888				
1/15/2015 20:32:05	Leptinotarsa decemlineata	Heat shock cognate 70	FG591155	EST	NaN	NaN	Sličnost - 1e75, 85%, T. castaneum, XP_966611				
1/8/2015 18:12:38	Leptinotarsa decemlineata	inducible heat shock 70 kDa protein A mRNA	AF288978	mRNA	ATP binding	Stress response					
1/8/2015 18:11:48	Leptinotarsa decemlineata	inducible heat shock 70 kDa protein B mRNA	AF322911	mRNA	ATP binding	Stress response					
3/22/2015 19:58:16	Leptinotarsa decemlineata	Kruppel-like protein 1 (Kr-h1) mRNA	KF137655	mRNA	metal ion binding; nucleic acid binding	NaN					
1/8/2015 16:37:46	Leptinotarsa decemlineata	putative juvenile hormone esterase (JHE) mRNA	AF035423	mRNA	carboxylic ester hydrolase activity	pathogenesis					
1/15/2015 20:29:46	Leptinotarsa decemlineata	Ribosomal protein L13e	FG591137	EST	NaN	NaN	Sličnost - 4e13, 50%, Tribolium castaneum, XP_967899				
1/15/2015 20:34:03	Leptinotarsa decemlineata	Ribosomal protein L22e	FG591192	EST	NaN	NaN	Sličnost - 1e39, 83%, T. castaneum, XP_973501				
1/15/2015 20:31:23	Leptinotarsa decemlineata	Ribosomal protein L29e	FG591149	EST	NaN	NaN	Sličnost - 1e27, 86%, Timarcha balearica, CAJ17407				
1/15/2015 20:30:31	Leptinotarsa decemlineata	Ribosomal protein S15e	FG591143	EST	NaN	NaN	Sličnost - 5e60, 96%, T. castaneum, XP_973139				
3/22/2015 19:53:58	Leptinotarsa decemlineata	S-adenosyl- L-homocysteine hydrolase	AGU16824	protein	adenosylhomocysteinase activity	one-carbon metabolic process					
3/22/2015 19:53:09	Leptinotarsa decemlineata	S-adenosyl- L-homocysteine hydrolase mRNA	KC579453	mRNA	adenosylhomocysteinase activity	one-carbon metabolic process					
5/19/2015 20:38:26	Leptinotarsa decemlineata	serine protease S1A-1 mRNA	JN603582	mRNA	serine-type endopeptidase activity	proteolysis					
1/15/2015 20:26:32	Leptinotarsa decemlineata	Tubulin alpha-1 chain	FG591140	EST	NaN	NaN	Sličnost - 4e106, 100%, Culex pipiens quinquefasciatus, XP_001849099				
1/15/2015 20:24:38	Leptinotarsa decemlineata	Unknown - Clone 4141	FG591152	EST	NaN	NaN					
1/15/2015 20:05:03	Leptinotarsa decemlineata	Unknown - Clone 4941	FG591161	EST	NaN	NaN					
1/15/2015 20:24:59	Leptinotarsa decemlineata	Unknown - Clone 5411	FG591166	EST	NaN	NaN					
1/15/2015 20:05:51	Leptinotarsa decemlineata	Unknown - Clone 5513	FG591167	EST	NaN	NaN					
1/15/2015 20:06:38	Leptinotarsa decemlineata	Unknown - Clone 5611	FG591168	EST	NaN	NaN					
1/15/2015 20:25:20	Leptinotarsa decemlineata	Unknown - Clone 5641	FG591170	EST	NaN	NaN					
1/15/2015 20:14:40	Leptinotarsa decemlineata	Unknown - Clone 6922	FG591182	EST	NaN	NaN					
1/15/2015 20:25:39	Leptinotarsa decemlineata	Unknown - Clone 8212	FG591190	EST	NaN	NaN					
6/16/2015 2:45:53	Lucilia sericata	Hsp23 mRNA for heat shock protein 23	AB118968	mRNA	NaN	NaN					
6/16/2015 2:47:18	Lucilia sericata	Hsp70 mRNA for heat shock protein 70	AB118969	mRNA	NaN	NaN					
6/16/2015 2:43:57	Lucilia sericata	Hsp90 mRNA for heat shock protein 90	AB118970	mRNA	ATP binding	protein folding; response to stress					
4/6/2015 18:55:47	Lymantria dispar	actin	AAD54427	protein	ATP binding	NaN					
4/6/2015 18:52:52	Lymantria dispar	actin mRNA	AF182715	mRNA	ATP binding	NaN					
3/3/2016 14:18:11	Lymantria dispar	heat shock protein 22		protein	NaN	NaN				Miloš	
3/3/2016 14:17:37	Lymantria dispar	heat shock protein 29		protein	NaN	NaN				Miloš	
3/3/2016 14:13:20	Lymantria dispar	heat shock protein 42		protein	NaN	NaN				Miloš	
3/3/2016 14:12:42	Lymantria dispar	heat shock protein 60		protein	NaN	NaN				Miloš	
3/3/2016 14:10:59	Lymantria dispar	heat shock protein 73		protein	NaN	NaN				Miloš	
3/3/2016 14:10:12	Lymantria dispar	heat shock protein 75		protein	NaN	NaN				Miloš	
3/3/2016 14:07:44	Lymantria dispar	heat shock protein 90		protein	NaN	NaN				Miloš	
4/6/2015 18:57:16	Lymantria dispar	hemolin mRNA	AF453868	mRNA	NaN	NaN					
4/5/2015 13:15:34	Manduca sexta	pheromone biosynthesis activating neuropeptide PBAN mRNA	AY172672	mRNA	NaN	neuropeptide signaling pathway					
6/11/2015 21:24:15	Megachile rotundata	70 kDa heat shock cognate protein (HSC70) mRNA	AY550116	mRNA	ATP binding	NaN					
6/11/2015 21:25:51	Megachile rotundata	70 kDa heat shock protein (HSP70) mRNA	AY550115	mRNA	ATP binding	NaN					
6/11/2015 21:22:39	Megachile rotundata	90 kDa heat shock protein (HSP90) mRNA	AY550117	mRNA	ATP binding	protein folding; response to stress					
6/11/2015 21:20:46	Megachile rotundata	actin mRNA	AY550118	mRNA	NaN	NaN					
10/12/2015 22:03:28	Milnesium tardigradum	gene for hsp70 protein, isoform 1	AJ579531	DNA	NaN	NaN					
10/12/2015 22:10:55	Milnesium tardigradum	gene for hsp70 protein, isoform 2	AJ579532	DNA	ATP binding	NaN					
10/12/2015 22:12:57	Milnesium tardigradum	hsp70 protein, isoform 3	AJ579533	DNA	ATP binding	NaN					
4/27/2015 19:38:08	Omphisa fuscidentalis	cytochrome c oxidase subunit I (cox1) gene	DQ523228	DNA	cytochrome-c oxidase activity; heme binding; iron ion binding	aerobic respiration; oxidative phosphorylation					
